agency,budget_type,appropriation_id,enacted_amount,enacted_type,text,page,description,year
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60582,1000000.0,appropriation,"39 their employees (60582) ...................... 1,000,000",471,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60582,1000000.0,appropriation,"39 their employees (60582) ...................... 1,000,000",471,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60583,4800000.0,appropriation,"50 enrolled into the pilot program (60583) ...... 4,800,000",471,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60583,4800000.0,appropriation,"50 enrolled into the pilot program (60583) ...... 4,800,000",471,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60583,4800000.0,appropriation,"50 enrolled into the pilot program (60583) ...... 4,800,000",471,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60590,5000000.0,appropriation,"6 in a timely fashion (60590) .................. 5,000,000",476,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60590,5000000.0,appropriation,"6 in a timely fashion (60590) .................. 5,000,000",476,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60590,5000000.0,appropriation,"6 in a timely fashion (60590) .................. 5,000,000",476,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60591,600000.0,appropriation,"17 in a timely fashion (60591) .................... 600,000",477,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60591,600000.0,appropriation,"17 in a timely fashion (60591) .................... 600,000",477,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60591,600000.0,appropriation,"17 in a timely fashion (60591) .................... 600,000",477,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13950,753637000.0,appropriation,"49 survey (13950) ............................. 753,637,000",483,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13950,753637000.0,appropriation,"49 survey (13950) ............................. 753,637,000",483,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13950,753637000.0,appropriation,"49 survey (13950) ............................. 753,637,000",483,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13950,343000.0,appropriation,"30 the budget (13950) ............................. 343,000",484,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13950,343000.0,appropriation,"30 the budget (13950) ............................. 343,000",484,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13950,343000.0,appropriation,"30 the budget (13950) ............................. 343,000",484,Enacted appropriation should appear as reappropriation in executive budget,2024
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13997,414259000.0,appropriation,"11 section 529 of the executive law (13997) ... 414,259,000",493,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13997,414259000.0,appropriation,"11 section 529 of the executive law (13997) ... 414,259,000",493,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13997,414259000.0,appropriation,"11 section 529 of the executive law (13997) ... 414,259,000",493,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13998,900045000.0,appropriation,"8 section 529 of the executive law (13998) ... 900,045,000",497,Enacted appropriation should appear as reappropriation in executive budget,2026
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13998,900045000.0,appropriation,"8 section 529 of the executive law (13998) ... 900,045,000",497,Enacted appropriation should appear as reappropriation in executive budget,2026
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13998,900045000.0,appropriation,"8 section 529 of the executive law (13998) ... 900,045,000",497,Enacted appropriation should appear as reappropriation in executive budget,2026
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14001,6213000.0,appropriation,"30 preventive services expenditures (14001) ..... 6,213,000",498,Enacted appropriation should appear as reappropriation in executive budget,2026
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14001,6213000.0,appropriation,"30 preventive services expenditures (14001) ..... 6,213,000",498,Enacted appropriation should appear as reappropriation in executive budget,2026
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14001,6213000.0,appropriation,"30 preventive services expenditures (14001) ..... 6,213,000",498,Enacted appropriation should appear as reappropriation in executive budget,2026
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14002,1857000.0,appropriation,"16 appropriated herein (14002) .................. 1,857,000",500,Enacted appropriation should appear as reappropriation in executive budget,2026
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14002,1857000.0,appropriation,"16 appropriated herein (14002) .................. 1,857,000",500,Enacted appropriation should appear as reappropriation in executive budget,2026
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14002,1857000.0,appropriation,"16 appropriated herein (14002) .................. 1,857,000",500,Enacted appropriation should appear as reappropriation in executive budget,2026
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13917,239980000.0,appropriation,"15 section 529 of the executive law (13917) ... 239,980,000",502,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13917,239980000.0,appropriation,"15 section 529 of the executive law (13917) ... 239,980,000",502,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13917,239980000.0,appropriation,"15 section 529 of the executive law (13917) ... 239,980,000",502,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14005,14460000.0,appropriation,"18 centers (14005) ............................. 14,460,000",503,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14005,14460000.0,appropriation,"18 centers (14005) ............................. 14,460,000",503,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14005,14460000.0,appropriation,"18 centers (14005) ............................. 14,460,000",503,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14008,5000000.0,appropriation,"43 dren and family services (14008) ............. 5,000,000",511,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14008,5000000.0,appropriation,"43 dren and family services (14008) ............. 5,000,000",511,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,14008,5000000.0,appropriation,"43 dren and family services (14008) ............. 5,000,000",511,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13929,2466000.0,appropriation,"30 ment (13929) ................................. 2,466,000",518,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13929,2466000.0,appropriation,"30 ment (13929) ................................. 2,466,000",518,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,13929,2466000.0,appropriation,"30 ment (13929) ................................. 2,466,000",518,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60588,17000000.0,appropriation,"49 the department of health (60588) ............ 17,000,000",519,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60588,17000000.0,appropriation,"49 the department of health (60588) ............ 17,000,000",519,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60588,17000000.0,appropriation,"49 the department of health (60588) ............ 17,000,000",519,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60616,1800000.0,appropriation,"26 ing (60616) .................................. 1,800,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60616,1800000.0,appropriation,"26 ing (60616) .................................. 1,800,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60616,1800000.0,appropriation,"26 ing (60616) .................................. 1,800,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60617,7500000.0,appropriation,"28 ation (60617) ................................ 7,500,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60617,7500000.0,appropriation,"28 ation (60617) ................................ 7,500,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60617,7500000.0,appropriation,"28 ation (60617) ................................ 7,500,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60618,2000000.0,appropriation,"30 thal Center (60618) .......................... 2,000,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60618,2000000.0,appropriation,"30 thal Center (60618) .......................... 2,000,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60618,2000000.0,appropriation,"30 thal Center (60618) .......................... 2,000,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60608,5000000.0,appropriation,"32 (60608) ...................................... 5,000,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60608,5000000.0,appropriation,"32 (60608) ...................................... 5,000,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60608,5000000.0,appropriation,"32 (60608) ...................................... 5,000,000",520,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60549,100000.0,appropriation,"14 tion (60549) ................................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60549,100000.0,appropriation,"14 tion (60549) ................................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60549,100000.0,appropriation,"14 tion (60549) ................................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60593,100000.0,appropriation,"16 Alliance (60593) ............................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60593,100000.0,appropriation,"16 Alliance (60593) ............................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60593,100000.0,appropriation,"16 Alliance (60593) ............................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60594,100000.0,appropriation,"30 Productions Corp. (60594) ..................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60594,100000.0,appropriation,"30 Productions Corp. (60594) ..................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60594,100000.0,appropriation,"30 Productions Corp. (60594) ..................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60622,100000.0,appropriation,"35 nity Services (60622) .......................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60622,100000.0,appropriation,"35 nity Services (60622) .......................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60622,100000.0,appropriation,"35 nity Services (60622) .......................... 100,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15285,150000.0,appropriation,"45 Family Representation (15285) .................. 150,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15285,150000.0,appropriation,"45 Family Representation (15285) .................. 150,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15285,150000.0,appropriation,"45 Family Representation (15285) .................. 150,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60552,200000.0,appropriation,"47 Promise (60552) ................................ 200,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60552,200000.0,appropriation,"47 Promise (60552) ................................ 200,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60552,200000.0,appropriation,"47 Promise (60552) ................................ 200,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60553,500000.0,appropriation,"51 Queens (60553) ................................. 500,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60553,500000.0,appropriation,"51 Queens (60553) ................................. 500,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60553,500000.0,appropriation,"51 Queens (60553) ................................. 500,000",521,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60597,50000.0,appropriation,"2 For Youth (60597) ............................... 50,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60597,50000.0,appropriation,"2 For Youth (60597) ............................... 50,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60597,50000.0,appropriation,"2 For Youth (60597) ............................... 50,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60510,150000.0,appropriation,"4 Buffalo Co-Lab (60510) ......................... 150,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60510,150000.0,appropriation,"4 Buffalo Co-Lab (60510) ......................... 150,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60510,150000.0,appropriation,"4 Buffalo Co-Lab (60510) ......................... 150,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15116,100000.0,appropriation,"8 (15116) ........................................ 100,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15116,100000.0,appropriation,"8 (15116) ........................................ 100,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15116,100000.0,appropriation,"8 (15116) ........................................ 100,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60623,100000.0,appropriation,"10 nity Services (60623) .......................... 100,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60623,100000.0,appropriation,"10 nity Services (60623) .......................... 100,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60623,100000.0,appropriation,"10 nity Services (60623) .......................... 100,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15031,250000.0,appropriation,"16 Village (15031) ................................ 250,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15031,250000.0,appropriation,"16 Village (15031) ................................ 250,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15031,250000.0,appropriation,"16 Village (15031) ................................ 250,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15069,150000.0,appropriation,"20 Hispano (15069) ................................ 150,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15069,150000.0,appropriation,"20 Hispano (15069) ................................ 150,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15069,150000.0,appropriation,"20 Hispano (15069) ................................ 150,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15034,1600000.0,appropriation,"31 (15034) ...................................... 1,600,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15034,1600000.0,appropriation,"31 (15034) ...................................... 1,600,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15034,1600000.0,appropriation,"31 (15034) ...................................... 1,600,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60557,75000.0,appropriation,"33 (60557) ......................................... 75,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60557,75000.0,appropriation,"33 (60557) ......................................... 75,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60557,75000.0,appropriation,"33 (60557) ......................................... 75,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60629,150000.0,appropriation,"41 Activities Center (60629) ...................... 150,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60629,150000.0,appropriation,"41 Activities Center (60629) ...................... 150,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60629,150000.0,appropriation,"41 Activities Center (60629) ...................... 150,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60628,500000.0,appropriation,"49 Vincent Services (60628) ....................... 500,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60628,500000.0,appropriation,"49 Vincent Services (60628) ....................... 500,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60628,500000.0,appropriation,"49 Vincent Services (60628) ....................... 500,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60601,500000.0,appropriation,"51 (60601) ........................................ 500,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60601,500000.0,appropriation,"51 (60601) ........................................ 500,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60601,500000.0,appropriation,"51 (60601) ........................................ 500,000",522,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60602,10000.0,appropriation,"2 Inc. (60602) ................................... 10,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60602,10000.0,appropriation,"2 Inc. (60602) ................................... 10,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60602,10000.0,appropriation,"2 Inc. (60602) ................................... 10,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15226,200000.0,appropriation,"4 ation (15226) .................................. 200,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15226,200000.0,appropriation,"4 ation (15226) .................................. 200,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15226,200000.0,appropriation,"4 ation (15226) .................................. 200,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15270,100000.0,appropriation,"7 For services and expenses of JCCA (15270) ........ 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15270,100000.0,appropriation,"7 For services and expenses of JCCA (15270) ........ 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15270,100000.0,appropriation,"7 For services and expenses of JCCA (15270) ........ 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60564,50000.0,appropriation,"9 (60564) ......................................... 50,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60564,50000.0,appropriation,"9 (60564) ......................................... 50,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60564,50000.0,appropriation,"9 (60564) ......................................... 50,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15297,100000.0,appropriation,"11 (15297) ........................................ 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15297,100000.0,appropriation,"11 (15297) ........................................ 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15297,100000.0,appropriation,"11 (15297) ........................................ 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15263,800000.0,appropriation,"15 ment of New York (15263) ....................... 800,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15263,800000.0,appropriation,"15 ment of New York (15263) ....................... 800,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,15263,800000.0,appropriation,"15 ment of New York (15263) ....................... 800,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60631,100000.0,appropriation,"20 LaKay Rockland County (60631) .................. 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60631,100000.0,appropriation,"20 LaKay Rockland County (60631) .................. 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60631,100000.0,appropriation,"20 LaKay Rockland County (60631) .................. 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60603,15000.0,appropriation,"22 Connect, Inc (60603) ............................ 15,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60603,15000.0,appropriation,"22 Connect, Inc (60603) ............................ 15,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60603,15000.0,appropriation,"22 Connect, Inc (60603) ............................ 15,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60604,350000.0,appropriation,"25 BK, Inc. (60604) .............................. 350,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60604,350000.0,appropriation,"25 BK, Inc. (60604) .............................. 350,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60604,350000.0,appropriation,"25 BK, Inc. (60604) .............................. 350,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60566,50000.0,appropriation,"27 Cares (60566) ................................... 50,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60566,50000.0,appropriation,"27 Cares (60566) ................................... 50,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60566,50000.0,appropriation,"27 Cares (60566) ................................... 50,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
DEPARTMENT OF FAMILY ASSISTANCE,AID TO LOCALITIES,60569,100000.0,appropriation,"36 Boys and Girls Club (60569) .................... 100,000",523,Enacted appropriation should appear as reappropriation in executive budget,2025
